am_sid,iucn_sid,map_iucn_sid,map_subpop,sciname,cat_code,spp_group
W-Bry-111520,NA,NA,NA,Escharina vulgaris,N.E.,NA
W-Por-166023,NA,NA,NA,Myrmekioderma rea,N.E.,NA
W-Por-170653,NA,NA,NA,Polymastia pacifica,N.E.,NA
SLB-86266,NA,NA,NA,Cliona schmidti,N.E.,NA
W-Bry-422384,NA,NA,NA,Petraliella bisinuata,N.E.,NA
W-Bry-422409,NA,NA,NA,Reteporellina marsupiata,N.E.,NA
URM-2-1836,NA,NA,NA,Oikopleura longicauda,N.E.,NA
URM-2-1908,NA,NA,NA,Ascidia glabra,N.E.,NA
URM-2-1916,NA,NA,NA,Ascidia latesiphonica,N.E.,NA
URM-2-2220,NA,NA,NA,Didemnum ossium,N.E.,NA
SLB-37159,NA,NA,NA,Didemnum subflavum,N.E.,NA
URM-2-2261,NA,NA,NA,Didemnum tabulatum,N.E.,NA
URM-2-2314,NA,NA,NA,Diplosoma velatum,N.E.,NA
URM-2-2335,NA,NA,NA,Leptoclinides cuspidatus,N.E.,NA
SLB-37248,NA,NA,NA,Leptoclinides kerguelenensis,N.E.,NA
URM-2-2379,NA,NA,NA,Leptoclinides sulawesii,N.E.,NA
URM-2-2499,NA,NA,NA,Polysyncraton pseudorugosum,N.E.,NA
URM-2-2525,NA,NA,NA,Trididemnum areolatum,N.E.,NA
URM-2-2545,NA,NA,NA,Trididemnum miniatum,N.E.,NA
SLB-37483,NA,NA,NA,Distaplia concreta,N.E.,NA
URM-2-2611,NA,NA,NA,Distaplia mikropnoa,N.E.,NA
URM-2-2695,NA,NA,NA,Situla galeata,N.E.,NA
URM-2-2696,NA,NA,NA,Situla lanosa,N.E.,NA
URM-2-2721,NA,NA,NA,Ecteinascidia thurstoni,N.E.,NA
URM-2-2738,NA,NA,NA,Perophora namei,N.E.,NA
SLB-37687,NA,NA,NA,Eudistoma australe,N.E.,NA
SLB-37849,NA,NA,NA,Aplidium acropodium,N.E.,NA
URM-2-2951,NA,NA,NA,Aplidium coniferum,N.E.,NA
SLB-37893,NA,NA,NA,Aplidium didemniformis,N.E.,NA
SLB-37936,NA,NA,NA,Aplidium leviventer,N.E.,NA
SLB-37978,NA,NA,NA,Aplidium peresi,N.E.,NA
SLB-38030,NA,NA,NA,Aplidium vexillum,N.E.,NA
URM-2-3147,NA,NA,NA,Polyclinum psammiferum,N.E.,NA
URM-2-3159,NA,NA,NA,Ritterella dispar,N.E.,NA
URM-2-3196,NA,NA,NA,Synoicum daucum,N.E.,NA
URM-2-3271,NA,NA,NA,Pseudodistoma inflatum,N.E.,NA
URM-2-3286,NA,NA,NA,Pycnoclavella detorta,N.E.,NA
SLB-185198,NA,NA,NA,Bostrichobranchus septum,N.E.,NA
SLB-38343,NA,NA,NA,Gamaster vallatum,N.E.,NA
SLB-38461,NA,NA,NA,Molgula variazizi,N.E.,NA
URM-2-3491,NA,NA,NA,Pareugyrioides exigua,N.E.,NA
URM-2-3547,NA,NA,NA,Culeolus pyramidalis,N.E.,NA
URM-2-3580,NA,NA,NA,Herdmania insolita,N.E.,NA
URM-2-3638,NA,NA,NA,Pyura confragosa,N.E.,NA
URM-2-3640,NA,NA,NA,Pyura curvigona,N.E.,NA
URM-2-3699,NA,NA,NA,Alloeocarpa bridgesi,N.E.,NA
URM-2-3729,NA,NA,NA,Botryllus gregalis,N.E.,NA
SLB-38799,NA,NA,NA,Botryllus niger,N.E.,NA
SLB-38906,NA,NA,NA,Dicarpa cornicula,N.E.,NA
SLB-38902,NA,NA,NA,Dextrocarpa misanthropos,N.E.,NA
URM-2-3900,NA,NA,NA,Polyandrocarpa zorritensis,N.E.,NA
SLB-39095,NA,NA,NA,Polyzoa minor,N.E.,NA
URM-2-4017,NA,NA,NA,Stolonica duploplicata,N.E.,NA
URM-2-4053,NA,NA,NA,Styela gibbsii,N.E.,NA
SLB-39167,NA,NA,NA,Styela mallei,N.E.,NA
URM-2-873,NA,NA,NA,Nymphon pagophilum,N.E.,NA
URM-2-958,NA,NA,NA,Anoplodactylus arcuatus,N.E.,NA
URM-2-1147,NA,NA,NA,Pallenopsis scoparia,N.E.,NA
URM-2-1173,NA,NA,NA,Phoxichilidium ungellatum,N.E.,NA
URM-2-1242,NA,NA,NA,Pycnogonum tenue,N.E.,NA
URM-2-43,NA,NA,NA,Achelia nana,N.E.,NA
SLB-182871,NA,NA,NA,Ammothella symbia,N.E.,NA
URM-2-143,NA,NA,NA,Ammothella tippula,N.E.,NA
URM-2-167,NA,NA,NA,Ascorhynchus cooki,N.E.,NA
URM-2-201,NA,NA,NA,Ascorhynchus orthorhynchus,N.E.,NA
SLB-29572,NA,NA,NA,Tanystylum oculospinosum,N.E.,NA
URM-2-395,NA,NA,NA,Austrodecus fryi,N.E.,NA
URM-2-424,NA,NA,NA,Pantopipetta australis,N.E.,NA
URM-2-616,NA,NA,NA,Colossendeis minuta,N.E.,NA
URM-2-630,NA,NA,NA,Colossendeis tenera,N.E.,NA
URM-2-657,NA,NA,NA,Rhopalorhynchus filipes,N.E.,NA
URM-2-805,NA,NA,NA,Nymphon immane,N.E.,NA
W-Msc-341962,NA,NA,NA,Octopus chierchiae,N.E.,NA
W-Msc-342047,NA,NA,NA,Octopus wolfi,N.E.,NA
W-Gtr-114520,NA,NA,NA,Halichaetonotus paradoxus,N.E.,NA
W-Msc-140151,NA,NA,NA,Tonicella marmorea,N.E.,NA
W-Msc-386076,NA,NA,NA,Stenoplax limaciformis,N.E.,NA
W-Msc-386175,NA,NA,NA,Chaetopleura gemma,N.E.,NA
SLB-96440,NA,NA,NA,Halichaetonotus decipiens,N.E.,NA
W-Gtr-247814,NA,NA,NA,Tetranchyroderma cirrophorum,N.E.,NA
W-Gtr-114659,NA,NA,NA,Tetranchyroderma papii,N.E.,NA
SLB-80309,NA,NA,NA,Dentalium gouldii,N.E.,NA
ITS-772552,NA,NA,NA,Nephasoma cutleri,N.E.,NA
ITS-154935,NA,NA,NA,Phascolosoma noduliferum,N.E.,NA
W-Sca-344293,NA,NA,NA,Cadulus platensis,N.E.,NA
W-Sca-344446,NA,NA,NA,Antalis pretiosa,N.E.,NA
W-Sca-344444,NA,NA,NA,Antalis pilsbryi,N.E.,NA
W-Sca-344207,NA,NA,NA,Fissidentalium megathyris,N.E.,NA
W-Sca-344325,NA,NA,NA,Gadila agassizii,N.E.,NA
W-Sca-344267,NA,NA,NA,Cadulus ampullaceus,N.E.,NA
W-Bra-235365,NA,NA,NA,Lingula adamsi,N.E.,NA
W-Cha-105431,NA,NA,NA,Caecosagitta macrocephala,N.E.,NA
SLB-30824,NA,NA,NA,Parasagitta peruviana,N.E.,NA
URM-2-4308,NA,NA,NA,Cephalodiscus gracilis,N.E.,NA
SLB-119122,NA,NA,NA,Eumunida keijii,N.E.,NA
SLB-119135,NA,NA,NA,Eumunida pacifica,N.E.,NA
W-Por-133198,NA,NA,NA,Euchelipluma pristina,N.E.,NA
SLB-119327,NA,NA,NA,Clypeosectus curvus,N.E.,NA
W-Msc-536896,NA,NA,NA,Fucaria striata,N.E.,NA
W-Msc-449951,NA,NA,NA,Cyathermia naticoides,N.E.,NA
W-Msc-450000,NA,NA,NA,Planorbidella planispira,N.E.,NA
W-Msc-450018,NA,NA,NA,Rhynchopelta concentrica,N.E.,NA
W-Pol-330306,NA,NA,NA,Paralvinella dela,N.E.,NA
SLB-119530,NA,NA,NA,Aphotopontius mammillatus,N.E.,NA
SLB-119560,NA,NA,NA,Stygiopontius pectinatus,N.E.,NA
SLB-119623,NA,NA,NA,Mirocaris fortunata,N.E.,NA
SLB-119632,NA,NA,NA,Paralomis hirtella,N.E.,NA
SLB-119633,NA,NA,NA,Munida magniantennulata,N.E.,NA
Chn-c52065c0-9805-4194-99b0-c065a99ff036,NA,NA,NA,Shinkaia crosnieri,N.E.,NA
W-Bch-107266,NA,NA,NA,Segonzacia mesatlantica,N.E.,NA
W-Oph-238164,NA,NA,NA,Ophiolamina eprae,N.E.,NA
W-Bch-208965,NA,NA,NA,Lybia plumosa,N.E.,NA
W-Hyd-289996,NA,NA,NA,Gonaxia ampullacea,N.E.,NA
W-Hyd-284763,NA,NA,NA,Halecium ralpha,N.E.,NA
W-Hyd-285542,NA,NA,NA,Sertularella paucicostata,N.E.,NA
W-Msc-507872,NA,NA,NA,Placamen lamellata,N.E.,NA
W-Msc-507448,NA,NA,NA,Glauconome chinensis,N.E.,NA
W-Bch-440445,NA,NA,NA,Ethusa izuensis,N.E.,NA
W-Ech-513575,NA,NA,NA,Stylocidaris annulosa,N.E.,NA
SLB-129461,NA,NA,NA,Metacrinus rotundus,N.E.,NA
W-Msc-216543,NA,NA,NA,Callista erycina,N.E.,NA
SLB-129614,NA,NA,NA,Fusinus forceps,N.E.,NA
W-Oph-406413,NA,NA,NA,Macrophiothrix striolata,N.E.,NA
SLB-129925,NA,NA,NA,Munida endeavourae,N.E.,NA
SLB-190067,NA,NA,NA,Hippa marmorata,N.E.,NA
W-Msc-139076,NA,NA,NA,Cerithiopsis fayalensis,N.E.,NA
W-Oph-244343,NA,NA,NA,Ophiurothamnus clausa,N.E.,NA
W-Ase-124004,NA,NA,NA,Chaetaster longipes,N.E.,NA
SLB-130214,NA,NA,NA,Galathea tanegashimae,N.E.,NA
SLB-130549,NA,NA,NA,Uroptychus remotispinatus,N.E.,NA
SLB-130887,NA,NA,NA,Alpheus mitis,N.E.,NA
W-Msc-558352,NA,NA,NA,Mexichromis mariei,N.E.,NA
SLB-130976,NA,NA,NA,Alpheus staphylinus,N.E.,NA
SLB-131111,NA,NA,NA,Synalpheus pescadorensis,N.E.,NA
SLB-131270,NA,NA,NA,Heterocarpus hayashi,N.E.,NA
SLB-131334,NA,NA,NA,Alpheus galapagensis,N.E.,NA
W-Msc-533145,NA,NA,NA,Mytella guyanensis,N.E.,NA
W-Msc-225028,NA,NA,NA,Pugilina morio,N.E.,NA
W-Msc-506001,NA,NA,NA,Choromytilus chorus,N.E.,NA
SLB-88752,NA,NA,NA,Paralomis granulosa,N.E.,NA
W-Msc-413379,NA,NA,NA,Turbo cornutus,N.E.,NA
W-Msc-505953,NA,NA,NA,Arcuatula arcuatula,N.E.,NA
W-Por-169759,NA,NA,NA,Plakortis angulospiculatus,N.E.,NA
W-Por-166632,NA,NA,NA,Haliclona curacaoensis,N.E.,NA
W-Por-166674,NA,NA,NA,Amphimedon erina,N.E.,NA
SLB-172677,NA,NA,NA,Clathria schoenus,N.E.,NA
W-Por-165837,NA,NA,NA,Halichondria lutea,N.E.,NA
W-Msc-181364,NA,NA,NA,Venerupis corrugata,N.E.,NA
ITS-708795,NA,NA,NA,Loxosoma pectinaricola,N.E.,NA
W-Por-134380,NA,NA,NA,Aphrocallistes beatrix,N.E.,NA
W-Msc-446938,NA,NA,NA,Tectarius grandinatus,N.E.,NA
W-Msc-213150,NA,NA,NA,Chelidonura electra,N.E.,NA
W-Msc-208626,NA,NA,NA,Aplysia oculifera,N.E.,NA
SLB-93695,NA,NA,NA,Tubulipora flexuosa,N.E.,NA
W-Msc-536725,NA,NA,NA,Phyllidiopsis annae,N.E.,NA
W-Msc-534011,NA,NA,NA,Melibe australis,N.E.,NA
W-Msc-534062,NA,NA,NA,Cratena lineata,N.E.,NA
SLB-94444,NA,NA,NA,Chaetoderma scabrum,N.E.,NA
W-Msc-224346,NA,NA,NA,Tyrinna evelinae,N.E.,NA
SLB-95066,NA,NA,NA,Sidnyum turbinatum,N.E.,NA
W-Nem-155995,NA,NA,NA,Baseodiscus hemprichii,N.E.,NA
W-Msc-393692,NA,NA,NA,Epimenia australis,N.E.,NA
W-Sca-140892,NA,NA,NA,Pulsellum affine,N.E.,NA
W-Msc-343697,NA,NA,NA,Vema ewingi,N.E.,NA
W-Sca-344489,NA,NA,NA,Calliodentalium balanoides,N.E.,NA
SLB-96037,NA,NA,NA,Paradentalium intercalatum,N.E.,NA
W-Sca-344230,NA,NA,NA,Laevidentalium coruscum,N.E.,NA
W-Sca-196375,NA,NA,NA,Antalis dentalis,N.E.,NA
W-Sca-344140,NA,NA,NA,Dentalium decemcostatum,N.E.,NA
W-Sca-344250,NA,NA,NA,Entalina dorsicostata,N.E.,NA
W-Sca-344468,NA,NA,NA,Polyschides gibbosus,N.E.,NA
W-Sca-344517,NA,NA,NA,Graptacme semistriata,N.E.,NA
W-Sca-344213,NA,NA,NA,Fissidentalium profundorum,N.E.,NA
W-Sca-344206,NA,NA,NA,Fissidentalium malayanum,N.E.,NA
W-Bra-235577,NA,NA,NA,Macandrevia americana,N.E.,NA
W-Bra-235518,NA,NA,NA,Xenobrochus africanus,N.E.,NA
SLB-97323,NA,NA,NA,Didemnum duplicatum,N.E.,NA
SLB-97646,NA,NA,NA,Leptoseris cucullata,N.E.,NA
W-Msc-214545,NA,NA,NA,Gymnodoris inornata,N.E.,NA
W-Msc-599288,NA,NA,NA,Favorinus japonicus,N.E.,NA
W-Sca-344317,NA,NA,NA,Dischides prionotus,N.E.,NA
W-Sca-344534,NA,NA,NA,Paradentalium pseudosexagonum,N.E.,NA
W-Sca-344178,NA,NA,NA,Dentalium robustum,N.E.,NA
W-Sca-344299,NA,NA,NA,Cadulus simillimus,N.E.,NA
W-Sca-378858,NA,NA,NA,Gadila simpsoni,N.E.,NA
SLB-97985,NA,NA,NA,Gadila spreta,N.E.,NA
W-Sca-344547,NA,NA,NA,Striodentalium thetidis,N.E.,NA
SLB-98173,NA,NA,NA,Iothia coppingeri,N.E.,NA
W-Iso-118636,NA,NA,NA,Munnopsurus giganteus,N.E.,NA
W-Msc-215214,NA,NA,NA,Stomatella varia,N.E.,NA
W-Bry-111064,NA,NA,NA,Aetea ligulata,N.E.,NA
SLB-98889,NA,NA,NA,Pagurus alatus,N.E.,NA
W-Msc-390567,NA,NA,NA,Cypraea fimbriata,N.E.,NA
W-Msc-529737,NA,NA,NA,Bistolida kieneri,N.E.,NA
SLB-99034,NA,NA,NA,Gonodactylaceus glabrous,N.E.,NA
W-Iso-256662,NA,NA,NA,Natatolana carlenae,N.E.,NA
W-Iso-256701,NA,NA,NA,Natatolana sinuosa,N.E.,NA
W-Iso-258009,NA,NA,NA,Pseudidothea miersi,N.E.,NA
W-Iso-262904,NA,NA,NA,Scaphojoeropsis multicarinata,N.E.,NA
W-Msc-423927,NA,NA,NA,Mitra papalis,N.E.,NA
W-Msc-590548,NA,NA,NA,Mitra ustulata,N.E.,NA
W-Msc-417005,NA,NA,NA,Pterygia fenestrata,N.E.,NA
W-Msc-592658,NA,NA,NA,Pseudogaleomma japonica,N.E.,NA
W-Msc-208349,NA,NA,NA,Vexillum lucidum,N.E.,NA
W-Msc-381558,NA,NA,NA,Frigidocardium valdentatum,N.E.,NA
W-Bch-440058,NA,NA,NA,Cryptodromia tuberculata,N.E.,NA
W-Bch-440059,NA,NA,NA,Cryptodromia tumida,N.E.,NA
W-Ech-212465,NA,NA,NA,Metalia sternalis,N.E.,NA
W-Bch-440114,NA,NA,NA,Takedromia cristatipes,N.E.,NA
W-Msc-217088,NA,NA,NA,Hastula lanceata,N.E.,NA
SLB-100963,NA,NA,NA,Paralomis birsteini,N.E.,NA
SLB-100969,NA,NA,NA,Lithodes santolla,N.E.,NA
W-Msc-217092,NA,NA,NA,Terenolla pygmaea,N.E.,NA
SLB-101076,NA,NA,NA,Myzostoma attenuatum,N.E.,NA
SLB-101325,NA,NA,NA,Haptosquilla trispinosa,N.E.,NA
SLB-101351,NA,NA,NA,Lysiosquilla sulcirostris,N.E.,NA
Chn-21252d4f-8095-42f9-a7e5-67236bb3099d,NA,NA,NA,Cloridina pelamidae,N.E.,NA
SLB-101776,NA,NA,NA,Quollastria kapala,N.E.,NA
ITS-682550,NA,NA,NA,Neogonodactylus curacaoensis,N.E.,NA
Chn-82852781-608a-4506-a2fb-97671317e21d,NA,NA,NA,Carinosquilla carinata,N.E.,NA
SLB-101871,NA,NA,NA,Acanthosquilla acanthocarpus,N.E.,NA
SLB-101873,NA,NA,NA,Leptosquilla schmeltzii,N.E.,NA
SLB-102142,NA,NA,NA,Areosquilla indica,N.E.,NA
SLB-102202,NA,NA,NA,Meiosquilla swetti,N.E.,NA
SLB-102203,NA,NA,NA,Squilla hancocki,N.E.,NA
NZ-4654,NA,NA,NA,Cantellius septimus,N.E.,NA
W-Bra-235453,NA,NA,NA,Liothyrella moseleyi,N.E.,NA
W-Msc-197120,NA,NA,NA,Cuspidaria concentrica,N.E.,NA
W-Msc-197127,NA,NA,NA,Cyamiocardium crassilabrum,N.E.,NA
SLB-103318,NA,NA,NA,Thyasira dearborni,N.E.,NA
W-Hyd-174588,NA,NA,NA,Staurotheca amphorophora,N.E.,NA
W-Hyd-231585,NA,NA,NA,Symplectoscyphus exochus,N.E.,NA
W-Hyd-231606,NA,NA,NA,Symplectoscyphus liouvillei,N.E.,NA
Chn-910529e8-a14d-4b88-9726-ed72edac0bd6,NA,NA,NA,Savignium dentatum,N.E.,NA
SLB-103512,NA,NA,NA,Ibla cumingi,N.E.,NA
W-Msc-531523,NA,NA,NA,Tornatina apicina,N.E.,NA
W-Msc-494458,NA,NA,NA,Elysia maoria,N.E.,NA
W-Msc-494521,NA,NA,NA,Polybranchia pallens,N.E.,NA
W-Msc-531605,NA,NA,NA,Dolabrifera brazieri,N.E.,NA
W-Msc-531613,NA,NA,NA,Pleurobranchus hilli,N.E.,NA
W-Msc-527532,NA,NA,NA,Paliolla cooki,N.E.,NA
W-Msc-533904,NA,NA,NA,Chromodoris alternata,N.E.,NA
W-Msc-420389,NA,NA,NA,Pleurotomella ipara,N.E.,NA
W-Msc-433302,NA,NA,NA,Clavus unizonalis,N.E.,NA
W-Msc-433320,NA,NA,NA,Cochlespira elongata,N.E.,NA
W-Msc-433195,NA,NA,NA,Carinodrillia braziliensis,N.E.,NA
W-Msc-434300,NA,NA,NA,Lorabela pelseneri,N.E.,NA
W-Msc-434903,NA,NA,NA,Spirotropis stirophora,N.E.,NA
W-Msc-420315,NA,NA,NA,Spirotropis lithocolleta,N.E.,NA
W-Msc-533917,NA,NA,NA,Chromodoris thompsoni,N.E.,NA
W-Msc-533979,NA,NA,NA,Jorunna pantherina,N.E.,NA
W-Msc-533990,NA,NA,NA,Rostanga calumus,N.E.,NA
W-Msc-533999,NA,NA,NA,Trippa albata,N.E.,NA
SLB-111007,NA,NA,NA,Phyllodoce erythrophylla,N.E.,NA
W-Pol-129927,NA,NA,NA,Chrysopetalum debile,N.E.,NA
W-Pol-327986,NA,NA,NA,Exogone naidinoides,N.E.,NA
SLB-111191,NA,NA,NA,Exogone occidentalis,N.E.,NA
W-Pol-195950,NA,NA,NA,Erinaceusyllis belizensis,N.E.,NA
W-Pol-333721,NA,NA,NA,Kinbergonuphis virgata,N.E.,NA
W-Pol-334031,NA,NA,NA,Mooreonuphis dangrigae,N.E.,NA
W-Pol-129981,NA,NA,NA,Timarete filigera,N.E.,NA
W-Msc-456656,NA,NA,NA,Nacella deaurata,N.E.,NA
W-Msc-215827,NA,NA,NA,Tapes sulcarius,N.E.,NA
W-Pol-328373,NA,NA,NA,Heteromastus similis,N.E.,NA
W-Msc-216524,NA,NA,NA,Pinguitellina pinguis,N.E.,NA
SLB-112411,NA,NA,NA,Myadora quadrata,N.E.,NA
SLB-112437,NA,NA,NA,Octolasmis weberi,N.E.,NA
SLB-156498,NA,NA,NA,Solidobalanus maldivensis,N.E.,NA
W-Msc-393958,NA,NA,NA,Annachlamys iredalei,N.E.,NA
SLB-188768,NA,NA,NA,Pristipagia radians,N.E.,NA
W-Msc-511644,NA,NA,NA,Pyrene obtusa,N.E.,NA
SLB-113150,NA,NA,NA,Agononida procera,N.E.,NA
W-Pol-130376,NA,NA,NA,Leonnates decipiens,N.E.,NA
SLB-113180,NA,NA,NA,Neanthes caudata,N.E.,NA
W-Pol-334111,NA,NA,NA,Neanthes unifasciata,N.E.,NA
W-Pol-334446,NA,NA,NA,Perinereis obfuscata,N.E.,NA
W-Pol-209801,NA,NA,NA,Perinereis suluana,N.E.,NA
W-Msc-420855,NA,NA,NA,Angulus agilis,N.E.,NA
W-Msc-420864,NA,NA,NA,Arcopagia fausta,N.E.,NA
W-Msc-420901,NA,NA,NA,Tellinella listeri,N.E.,NA
W-Pol-326639,NA,NA,NA,Armandia lanceolata,N.E.,NA
SLB-158430,NA,NA,NA,Laevichlamys lemniscata,N.E.,NA
SLB-113972,NA,NA,NA,Anodontia ovum,N.E.,NA
SLB-114003,NA,NA,NA,Paguristes versus,N.E.,NA
W-Bch-444102,NA,NA,NA,Pilodius pilumnoides,N.E.,NA
W-Msc-467983,NA,NA,NA,Entemnotrochus rumphii,N.E.,NA
W-Msc-413406,NA,NA,NA,Guildfordia yoka,N.E.,NA
SLB-114692,NA,NA,NA,Cerithium kobelti,N.E.,NA
SLB-114720,NA,NA,NA,Nerita exuvia,N.E.,NA
W-Msc-393738,NA,NA,NA,Mimachlamys lentiginosa,N.E.,NA
W-Cum-182286,NA,NA,NA,Eudorella fallax,N.E.,NA
W-Cum-231732,NA,NA,NA,Leucon intermedius,N.E.,NA
W-Cum-182377,NA,NA,NA,Campylaspis antarctica,N.E.,NA
W-Cum-182400,NA,NA,NA,Campylaspis frigida,N.E.,NA
SLB-117062,NA,NA,NA,Xenophora pallidula,N.E.,NA
W-Msc-558798,NA,NA,NA,Chicoreus capucinus,N.E.,NA
W-Msc-564259,NA,NA,NA,Murex troscheli,N.E.,NA
W-Msc-404859,NA,NA,NA,Murex tenuirostrum,N.E.,NA
W-Msc-407988,NA,NA,NA,Favartia rosamiae,N.E.,NA
SLB-117282,NA,NA,NA,Cantharus pulcher,N.E.,NA
W-Msc-211262,NA,NA,NA,Clanculus margaritarius,N.E.,NA
W-Msc-385815,NA,NA,NA,Leptochiton medinae,N.E.,NA
SLB-118055,NA,NA,NA,Morula nodulifera,N.E.,NA
SLB-118078,NA,NA,NA,Nassarius spiratus,N.E.,NA
SLB-118397,NA,NA,NA,Alvinocaris lusca,N.E.,NA
SLB-118428,NA,NA,NA,Bamarooka endota,N.E.,NA
SLB-118752,NA,NA,NA,Cycloseris tenuis,N.E.,NA
SLB-118843,NA,NA,NA,Engina incarnata,N.E.,NA
W-Msc-215400,NA,NA,NA,Semipallium fulvicostatum,N.E.,NA
SLB-138476,NA,NA,NA,Euptilota articulata,N.E.,NA
SLB-146208,NA,NA,NA,Leveillea jungermannioides,N.E.,NA
SLB-131701,NA,NA,NA,Phyllodictyon anastomosans,N.E.,NA
SLB-133065,NA,NA,NA,Wurdemannia miniata,N.E.,NA
SLB-144843,NA,NA,NA,Peyssonnelia rubra,N.E.,NA
SLB-131831,NA,NA,NA,Dictyopteris jamaicensis,N.E.,NA
SLB-154722,NA,NA,NA,Codium decorticatum,N.E.,NA
SLB-154557,NA,NA,NA,Wrangelia argus,N.E.,NA
SLB-152779,NA,NA,NA,Hydropuntia edulis,N.E.,NA
SLB-131708,NA,NA,NA,Ernodesmis verticillata,N.E.,NA
SLB-154817,NA,NA,NA,Alpheus hebes,N.E.,NA
SLB-154942,NA,NA,NA,Leptalpheus denticulatus,N.E.,NA
W-Por-169870,NA,NA,NA,Penares schulzei,N.E.,NA
W-Bch-210272,NA,NA,NA,Micippa platipes,N.E.,NA
SLB-155216,NA,NA,NA,Pontocaris major,N.E.,NA
W-Msc-558822,NA,NA,NA,Chicoreus strigatus,N.E.,NA
W-Por-170360,NA,NA,NA,Chondrilla australiensis,N.E.,NA
W-Por-170419,NA,NA,NA,Cervicornia cuspidifera,N.E.,NA
SLB-155757,NA,NA,NA,Paragiopagurus bicarinatus,N.E.,NA
W-Por-167454,NA,NA,NA,Zyzzya fuliginosa,N.E.,NA
W-Por-167774,NA,NA,NA,Clathria reinwardti,N.E.,NA
SLB-156197,NA,NA,NA,Calantica kampeni,N.E.,NA
SLB-156226,NA,NA,NA,Trianguloscalpellum rubrum,N.E.,NA
W-Por-167813,NA,NA,NA,Echinochalina intermedia,N.E.,NA
SLB-156484,NA,NA,NA,Chirona tenuis,N.E.,NA
SLB-156529,NA,NA,NA,Conopea granulata,N.E.,NA
SLB-156530,NA,NA,NA,Conopea navicula,N.E.,NA
SLB-156590,NA,NA,NA,Cantellius secundus,N.E.,NA
W-Por-169478,NA,NA,NA,Myxilla mollis,N.E.,NA
W-Msc-413610,NA,NA,NA,Ensis macha,N.E.,NA
W-Ase-370923,NA,NA,NA,Leiaster speciosus,N.E.,NA
W-Msc-393107,NA,NA,NA,Laevichlamys cuneata,N.E.,NA
SLB-157894,NA,NA,NA,Paguristes puniceus,N.E.,NA
SLB-157941,NA,NA,NA,Upogebia darwinii,N.E.,NA
SLB-157950,NA,NA,NA,Xylocheles miersi,N.E.,NA
Chn-718abbd7-9991-4548-92ea-32318d7e3ae0,NA,NA,NA,Cervimunida princeps,N.E.,NA
SLB-157984,NA,NA,NA,Munida gilii,N.E.,NA
SLB-157987,NA,NA,NA,Munida kuboi,N.E.,NA
SLB-158007,NA,NA,NA,Munidopsis andamanica,N.E.,NA
Chn-f0468771-49d3-4d4b-a479-b094f979105b,NA,NA,NA,Lissoporcellana streptochiroides,N.E.,NA
SLB-158069,NA,NA,NA,Petrolisthes kranjiensis,N.E.,NA
W-Msc-217086,NA,NA,NA,Hastula strigilata,N.E.,NA
Chn-7ac3e7f2-391a-4345-9f5b-7df40d8e9913,NA,NA,NA,Porcellanella triloba,N.E.,NA
SLB-158552,NA,NA,NA,Odontodactylus latirostris,N.E.,NA
W-Por-409307,NA,NA,NA,Phakettia euctimena,N.E.,NA
W-Por-166000,NA,NA,NA,Higginsia massalis,N.E.,NA
W-Bch-238389,NA,NA,NA,Myra grandis,N.E.,NA
SLB-166058,NA,NA,NA,Sinezona plicata,N.E.,NA
W-Msc-532063,NA,NA,NA,Pisulina adamsiana,N.E.,NA
SLB-166132,NA,NA,NA,Cerithium pacificum,N.E.,NA
SLB-125715,NA,NA,NA,Plesionika semilaevis,N.E.,NA
W-Msc-560158,NA,NA,NA,Nassarius callospira,N.E.,NA
W-Msc-217066,NA,NA,NA,Prodotia iostoma,N.E.,NA
W-Msc-511533,NA,NA,NA,Mitrella mindorensis,N.E.,NA
W-Ase-213178,NA,NA,NA,Stellaster childreni,N.E.,NA
W-Ase-212308,NA,NA,NA,Ophidiaster duncani,N.E.,NA
W-Ase-212303,NA,NA,NA,Ophidiaster hemprichi,N.E.,NA
W-Ase-369085,NA,NA,NA,Echinaster stereosomus,N.E.,NA
SLB-170018,NA,NA,NA,Toxometra paupera,N.E.,NA
W-Oph-243395,NA,NA,NA,Ophiacantha pentagona,N.E.,NA
W-Oph-243972,NA,NA,NA,Ophioplinthaca pulchra,N.E.,NA
W-Oph-213194,NA,NA,NA,Macrophiothrix robillardi,N.E.,NA
W-Oph-243727,NA,NA,NA,Ophiomastix flaccida,N.E.,NA
W-Ech-513224,NA,NA,NA,Diadema paucispinum,N.E.,NA
W-Ech-513153,NA,NA,NA,Brissopsis similis,N.E.,NA
W-Hol-210965,NA,NA,NA,Cladolabes aciculus,N.E.,NA
W-Bry-146857,NA,NA,NA,Trematooecia turrita,N.E.,NA
SLB-172370,NA,NA,NA,Ctenantedon kinziei,N.E.,NA
W-Bch-107355,NA,NA,NA,Pisa hirticornis,N.E.,NA
W-Msc-545960,NA,NA,NA,Lithophaga laevigata,N.E.,NA
W-Msc-215406,NA,NA,NA,Juxtamusium maldivense,N.E.,NA
W-Msc-716728,NA,NA,NA,Pupa alveola,N.E.,NA
URM-Cn-6278,NA,NA,NA,Isaurus tuberculatus,N.E.,NA
W-Oph-124919,NA,NA,NA,Ophiura grubei,N.E.,NA
SLB-174475,NA,NA,NA,Bathymunida polae,N.E.,NA
SLB-174476,NA,NA,NA,Bathymunida sibogae,N.E.,NA
