iucn_sid,pop_trend,am_sid,sciname,trend_score
22693556,stable,NA,Chionis albus,0
22693567,decreasing,NA,Chionis minor,-0.5
22693570,stable,NA,Pluvianellus socialis,0
22693584,unknown,NA,Burhinus vermiculatus,NA
22693604,decreasing,NA,Esacus recurvirostris,-0.5
22693621,NA,NA,Haematopus meadewaldoi,NA
22693627,increasing,NA,Haematopus moquini,0.5
22693644,stable,NA,Haematopus palliatus,0
22693647,unknown,NA,Haematopus longirostris,NA
22693651,increasing,NA,Haematopus unicolor,0.5
22693656,decreasing,NA,Haematopus chathamensis,-0.5
22693663,stable,NA,Haematopus fuliginosus,0
22693669,stable,NA,Haematopus leucopodus,0
22693690,increasing,NA,Himantopus novaezelandiae,0.5
22693709,stable,NA,Cladorhynchus leucocephalus,0
22693712,unknown,NA,Recurvirostra avosetta,NA
22693717,stable,NA,Recurvirostra americana,0
22693720,stable,NA,Recurvirostra novaehollandiae,0
22693727,increasing,NA,Pluvialis apricaria,0.5
22693735,decreasing,ITS-554381,Pluvialis fulva,-0.5
22693740,decreasing,NA,Pluvialis dominica,-0.5
22693749,decreasing,ITS-176567,Pluvialis squatarola,-0.5
22693759,decreasing,NA,Charadrius hiaticula,-0.5
22693764,stable,NA,Charadrius semipalmatus,0
22693767,decreasing,NA,Charadrius placidus,-0.5
22693770,stable,NA,Charadrius dubius,0
22693774,decreasing,NA,Charadrius wilsonia,-0.5
22693777,decreasing,NA,Charadrius vociferus,-0.5
22693780,decreasing,NA,Charadrius thoracicus,-0.5
22693793,unknown,NA,Charadrius pecuarius,NA
22693811,increasing,NA,Charadrius melodus,0.5
22693814,stable,NA,Charadrius pallidus,0
22693828,decreasing,NA,Charadrius marginatus,-0.5
22693832,unknown,NA,Charadrius ruficapillus,NA
22693836,decreasing,NA,Charadrius peronii,-0.5
22693839,decreasing,NA,Charadrius javanicus,-0.5
22693842,decreasing,NA,Charadrius collaris,-0.5
22693845,unknown,NA,Charadrius bicinctus,NA
22693852,stable,NA,Charadrius falklandicus,0
22693855,unknown,NA,Charadrius mongolus,NA
22693862,decreasing,NA,Charadrius leschenaultii,-0.5
22693868,decreasing,NA,Charadrius asiaticus,-0.5
22693872,unknown,NA,Charadrius veredus,NA
22693879,unknown,NA,Charadrius modestus,NA
22693883,decreasing,NA,Thinornis cucullatus,-0.5
22693899,stable,NA,Thinornis novaeseelandiae,0
22693928,decreasing,NA,Anarhynchus frontalis,-0.5
22693949,decreasing,NA,Vanellus vanellus,-0.5
22693978,increasing,NA,Vanellus armatus,0.5
22693983,increasing,NA,Vanellus spinosus,0.5
22694038,decreasing,NA,Vanellus melanopterus,-0.5
22694064,unknown,NA,Vanellus leucurus,NA
22694081,stable,NA,Dromas ardeola,0
22694086,decreasing,NA,Pluvianus aegyptius,-0.5
22694127,decreasing,NA,Glareola pratincola,-0.5
22694132,decreasing,NA,Glareola maldivarum,-0.5
22694140,decreasing,NA,Glareola ocularis,-0.5
22694144,decreasing,NA,Glareola nuchalis,-0.5
22694148,unknown,NA,Glareola cinerea,NA
22694152,unknown,NA,Glareola lactea,NA
22694160,stable,ITS-660059,Catharacta skua,0
22694210,stable,ITS-660060,Catharacta chilensis,0
22694218,stable,ITS-660062,Catharacta maccormicki,0
22694240,stable,ITS-176792,Stercorarius pomarinus,0
22694245,stable,ITS-176793,Stercorarius parasiticus,0
22694251,stable,ITS-176794,Stercorarius longicaudus,0
22694256,decreasing,NA,Rynchops niger,-0.5
22694262,decreasing,NA,Rynchops flavirostris,-0.5
22694271,stable,ITS-824083,Larus scoresbii,0
22694279,stable,ITS-176861,Larus pacificus,0
22694282,increasing,ITS-176843,Larus belcheri,0.5
22694286,stable,ITS-560741,Larus atlanticus,0
22694289,stable,ITS-176831,Larus crassirostris,0
22694292,decreasing,NA,Larus modestus,-0.5
22694296,increasing,ITS-176841,Larus heermanni,0.5
22694299,stable,NA,Larus leucophthalmus,0
22694303,decreasing,NA,Larus hemprichii,-0.5
22694308,unknown,ITS-176832,Larus canus,NA
22694313,stable,NA,Larus audouinii,0
22694317,increasing,ITS-176830,Larus delawarensis,0.5
22694321,decreasing,ITS-176829,Larus californicus,-0.5
22694324,unknown,ITS-176815,Larus marinus,NA
22694329,increasing,ITS-176849,Larus dominicanus,0.5
22694334,increasing,ITS-176814,Larus glaucescens,0.5
22694337,increasing,ITS-176817,Larus occidentalis,0.5
22694340,stable,ITS-176880,Larus livens,0
22694343,stable,ITS-176808,Larus hyperboreus,0
22694346,stable,ITS-176811,Larus glaucoides,0
22694357,decreasing,ITS-560740,Larus armenicus,-0.5
22694362,unknown,ITS-176816,Larus schistisagus,NA
22694373,increasing,ITS-176821,Larus fuscus,0.5
22694379,increasing,NA,Larus ichthyaetus,0.5
22694384,stable,NA,Larus brunnicephalus,0
22694387,stable,NA,Larus cirrocephalus,0
22694393,increasing,NA,Larus hartlaubii,0.5
22694413,decreasing,NA,Larus bulleri,-0.5
22694417,increasing,NA,Larus maculipennis,0.5
22694420,unknown,NA,Larus ridibundus,NA
22694428,unknown,NA,Larus genei,NA
22694432,increasing,NA,Larus philadelphia,0.5
22694436,decreasing,NA,Saundersilarus saundersi,-0.5
22694443,decreasing,NA,Larus melanocephalus,-0.5
22694447,decreasing,NA,Larus relictus,-0.5
22694452,increasing,NA,Larus fuliginosus,0.5
22694455,increasing,NA,Larus atricilla,0.5
22694462,increasing,NA,Larus pipixcan,0.5
22694469,increasing,ITS-824065,Hydrocoloeus minutus,0.5
22694473,decreasing,ITS-176851,Pagophila eburnea,-0.5
22694476,unknown,ITS-176864,Rhodostethia rosea,NA
22694479,stable,ITS-176866,Xema sabini,0
22694493,unknown,NA,Creagrus furcatus,NA
22694497,decreasing,ITS-176875,Rissa tridactyla,-0.5
22694502,decreasing,ITS-176845,Rissa brevirostris,-0.5
22694524,increasing,ITS-176935,Hydroprogne caspia,0.5
22694537,decreasing,NA,Sterna aurantia,-0.5
22694542,stable,ITS-824142,Thalasseus maximus,0
22694552,stable,ITS-176931,Thalasseus elegans,0
22694561,stable,ITS-824139,Thalasseus bengalensis,0
22694571,stable,ITS-824140,Thalasseus bergii,0
22694585,decreasing,NA,Thalasseus bernsteini,-0.5
22694591,stable,ITS-176932,Thalasseus sandvicensis,0
22694601,unknown,ITS-176891,Sterna dougallii,NA
22694607,decreasing,ITS-176916,Sterna striata,-0.5
22694612,unknown,ITS-176917,Sterna sumatrana,NA
22694618,decreasing,ITS-176910,Sterna hirundinacea,-0.5
22694623,unknown,ITS-176888,Sterna hirundo,NA
22694629,decreasing,ITS-176890,Sterna paradisaea,-0.5
22694635,unknown,ITS-176920,Sterna vittata,NA
22694641,stable,ITS-176919,Sterna virgata,0
22694646,increasing,ITS-176887,Sterna forsteri,0.5
22694651,stable,ITS-176886,Sterna trudeaui,0
22694656,decreasing,ITS-824126,Sternula albifrons,-0.5
22694666,decreasing,ITS-824131,Sternula saundersi,-0.5
22694673,decreasing,ITS-824127,Sternula antillarum,-0.5
22694685,decreasing,NA,Sternula lorata,-0.5
22694691,decreasing,NA,Sternula nereis,-0.5
22694699,decreasing,ITS-824128,Sternula balaenarum,-0.5
22694705,decreasing,ITS-176914,Sterna repressa,-0.5
22694716,stable,ITS-824103,Onychoprion aleuticus,0
22694722,unknown,ITS-824106,Onychoprion lunatus,NA
22694730,unknown,ITS-824104,Onychoprion anaethetus,NA
22694740,unknown,ITS-824105,Onychoprion fuscatus,NA
22694750,decreasing,ITS-559199,Chlidonias albostriatus,-0.5
22694764,stable,ITS-726051,Chlidonias hybrida,0
22694782,stable,ITS-176958,Chlidonias leucopterus,0
22694787,decreasing,NA,Chlidonias niger,-0.5
22694791,stable,NA,Phaetusa simplex,0
22694794,stable,NA,Anous stolidus,0
22694799,stable,ITS-176944,Anous minutus,0
22694805,stable,NA,Anous tenuirostris,0
22694821,stable,ITS-176954,Gygis alba,0
22694830,stable,NA,Gygis microrhyncha,0
22694834,decreasing,ITS-176950,Larosterna inca,-0.5
22694837,decreasing,ITS-176982,Alle alle,-0.5
22694841,increasing,ITS-176974,Uria aalge,0.5
22694847,increasing,ITS-176978,Uria lomvia,0.5
22694852,decreasing,ITS-176971,Alca torda,-0.5
22694856,NA,NA,Pinguinus impennis,NA
22694861,unknown,ITS-176985,Cepphus grylle,NA
22694864,stable,ITS-176991,Cepphus columba,0
22694867,decreasing,ITS-176994,Cepphus carbo,-0.5
22694870,decreasing,ITS-176996,Brachyramphus marmoratus,-0.5
22694875,decreasing,ITS-176998,Brachyramphus brevirostris,-0.5
22694887,decreasing,NA,Synthliboramphus craveri,-0.5
22694896,decreasing,ITS-177008,Synthliboramphus antiquus,-0.5
22694899,decreasing,ITS-177009,Synthliboramphus wumizusume,-0.5
22694903,decreasing,ITS-177013,Ptychoramphus aleuticus,-0.5
22694906,decreasing,NA,Aethia psittacula,-0.5
22694915,decreasing,NA,Aethia cristatella,-0.5
22694918,decreasing,ITS-177021,Aethia pygmaea,-0.5
22694921,decreasing,NA,Aethia pusilla,-0.5
22694924,decreasing,ITS-177023,Cerorhinca monocerata,-0.5
22694927,decreasing,ITS-177025,Fratercula arctica,-0.5
22694931,decreasing,ITS-177029,Fratercula corniculata,-0.5
22694934,decreasing,ITS-177032,Fratercula cirrhata,-0.5
22695021,stable,NA,Macheiramphus alcinus,0
22695036,increasing,NA,Elanus leucurus,0.5
22695091,decreasing,NA,Haliastur sphenurus,-0.5
22695105,decreasing,NA,Haliaeetus sanfordi,-0.5
22695115,stable,NA,Haliaeetus vocifer,0
22695121,decreasing,NA,Haliaeetus vociferoides,-0.5
22695137,increasing,NA,Haliaeetus albicilla,0.5
22695144,increasing,NA,Haliaeetus leucocephalus,0.5
22695147,decreasing,NA,Haliaeetus pelagicus,-0.5
22695163,decreasing,NA,Icthyophaga ichthyaetus,-0.5
22695293,stable,NA,Spilornis cheela,0
22695344,increasing,NA,Circus aeruginosus,0.5
22695363,stable,NA,Circus approximans,0
22695909,stable,NA,Buteo galapagoensis,0
22696247,stable,NA,Phalcoboenus australis,0
22696354,decreasing,NA,Falco berigora,-0.5
22696391,increasing,NA,Falco cenchroides,0.5
22696453,stable,NA,Falco columbarius,0
22696495,decreasing,NA,Falco cherrug,-0.5
22696500,stable,NA,Falco rusticolus,0
22696545,decreasing,NA,Tachybaptus ruficollis,-0.5
22696565,decreasing,NA,Tachybaptus pelzelnii,-0.5
22696589,stable,NA,Poliocephalus poliocephalus,0
22696596,stable,NA,Podiceps major,0
22696599,decreasing,NA,Podiceps grisegena,-0.5
22696602,unknown,NA,Podiceps cristatus,NA
22696606,decreasing,NA,Podiceps auritus,-0.5
22696610,unknown,NA,Podiceps nigricollis,NA
22696628,decreasing,NA,Podiceps gallardoi,-0.5
22696637,decreasing,ITS-174673,Phaethon aethereus,-0.5
22696641,stable,NA,Phaethon rubricauda,0
22696645,decreasing,NA,Phaethon lepturus,-0.5
22696649,stable,NA,Papasula abbotti,0
22696657,increasing,ITS-174712,Morus bassanus,0.5
22696668,decreasing,ITS-561224,Morus capensis,-0.5
22696675,increasing,ITS-561225,Morus serrator,0.5
22696683,stable,ITS-174702,Sula nebouxii,0
22696686,stable,ITS-174710,Sula variegata,0
22696694,decreasing,NA,Sula sula,-0.5
22696698,decreasing,NA,Sula leucogaster,-0.5
22696705,decreasing,NA,Anhinga rufa,-0.5
22696712,decreasing,NA,Anhinga melanogaster,-0.5
22696719,stable,NA,Anhinga novaehollandiae,0
22696725,decreasing,NA,Microcarbo africanus,-0.5
22696730,stable,NA,Microcarbo coronatus,0
22696734,increasing,SLB-130717,Microcarbo pygmaeus,0.5
22696743,unknown,NA,Microcarbo melanoleucos,NA
22696750,NA,NA,Phalacrocorax perspicillatus,NA
22696753,decreasing,ITS-174724,Phalacrocorax penicillatus,-0.5
22696756,stable,ITS-561969,Phalacrocorax harrisi,0
22696766,decreasing,ITS-174747,Phalacrocorax neglectus,-0.5
22696770,unknown,ITS-174742,Phalacrocorax fuscescens,NA
22696773,increasing,ITS-554375,Phalacrocorax brasilianus,0.5
22696776,increasing,ITS-174717,Phalacrocorax auritus,0.5
22696779,unknown,ITS-174743,Phalacrocorax fuscicollis,NA
22696782,unknown,NA,Phalacrocorax varius,NA
22696788,unknown,ITS-174751,Phalacrocorax sulcirostris,NA
22696792,increasing,ITS-174715,Phalacrocorax carbo,0.5
22696799,unknown,ITS-174738,Phalacrocorax capillatus,NA
22696802,decreasing,ITS-174749,Phalacrocorax nigrogularis,-0.5
22696806,decreasing,ITS-174737,Phalacrocorax capensis,-0.5
22696810,decreasing,NA,Phalacrocorax bougainvilliorum,-0.5
22696813,unknown,NA,Phalacrocorax verrucosus,NA
22696840,stable,NA,Phalacrocorax campbelli,0
22696846,unknown,NA,Phalacrocorax carunculatus,NA
22696853,decreasing,NA,Phalacrocorax chalconotus,-0.5
22696861,decreasing,NA,Phalacrocorax onslowi,-0.5
22696869,stable,NA,Phalacrocorax colensoi,0
22696876,stable,NA,Phalacrocorax ranfurlyi,0
22696883,unknown,ITS-174745,Phalacrocorax magellanicus,NA
22696887,decreasing,ITS-174728,Phalacrocorax urile,-0.5
22696894,decreasing,ITS-174733,Phalacrocorax aristotelis,-0.5
22696898,decreasing,ITS-174744,Phalacrocorax gaimardi,-0.5
22696901,unknown,ITS-174750,Phalacrocorax punctatus,NA
22696907,decreasing,ITS-561967,Phalacrocorax featherstoni,-0.5
22696916,increasing,NA,Egretta rufescens,0.5
22696926,stable,NA,Egretta ardesiaca,0
22696931,stable,NA,Egretta tricolor,0
22696938,unknown,NA,Egretta novaehollandiae,NA
22696944,decreasing,NA,Egretta caerulea,-0.5
22696974,increasing,NA,Egretta thula,0.5
22696977,decreasing,NA,Egretta eulophotes,-0.5
22696993,unknown,NA,Ardea cinerea,NA
22696998,increasing,NA,Ardea herodias,0.5
22697004,stable,NA,Ardea pacifica,0
22697008,increasing,NA,Ardea melanocephala,0.5
22697012,decreasing,NA,Ardea humbloti,-0.5
22697017,stable,NA,Ardea goliath,0
22697028,decreasing,NA,Ardea sumatrana,-0.5
22697031,decreasing,NA,Ardea purpurea,-0.5
22697037,stable,NA,Egretta picata,0
22697043,unknown,NA,Ardea alba,NA
22697123,unknown,NA,Ardeola ralloides,NA
22697128,unknown,NA,Ardeola grayii,NA
22697133,stable,NA,Ardeola bacchus,0
22697143,decreasing,NA,Ardeola idae,-0.5
22697203,stable,NA,Nyctanassa violacea,0
22697211,decreasing,NA,Nycticorax nycticorax,-0.5
22697219,stable,NA,Nycticorax caledonicus,0
22697314,stable,NA,Ixobrychus exilis,0
22697317,decreasing,NA,Ixobrychus eurhythmus,-0.5
22697334,decreasing,NA,Ixobrychus flavicollis,-0.5
22697353,decreasing,NA,Botaurus poiciloptilus,-0.5
22697360,increasing,NA,Phoenicopterus roseus,0.5
22697365,decreasing,NA,Phoenicopterus chilensis,-0.5
22697369,decreasing,NA,Phoeniconaias minor,-0.5
22697422,decreasing,NA,Plegadis falcinellus,-0.5
22697488,decreasing,NA,Geronticus eremita,-0.5
22697510,decreasing,NA,Threskiornis aethiopicus,-0.5
22697516,decreasing,NA,Threskiornis melanocephalus,-0.5
22697519,stable,NA,Threskiornis moluccus,0
22697555,unknown,NA,Platalea leucorodia,NA
22697561,stable,NA,Platalea regia,0
22697564,stable,NA,Platalea alba,0
22697568,stable,NA,Platalea minor,0
22697590,unknown,ITS-174693,Pelecanus onocrotalus,NA
22697595,stable,NA,Pelecanus rufescens,0
22697599,decreasing,ITS-174692,Pelecanus crispus,-0.5
22697604,decreasing,ITS-174694,Pelecanus philippensis,-0.5
22697608,stable,ITS-174691,Pelecanus conspicillatus,0
22697611,increasing,ITS-174684,Pelecanus erythrorhynchos,0.5
22697619,increasing,ITS-174690,Pelecanus thagus,0.5
22697648,decreasing,NA,Mycteria americana,-0.5
22697651,decreasing,NA,Mycteria cinerea,-0.5
22697654,decreasing,NA,Mycteria ibis,-0.5
22697658,decreasing,NA,Mycteria leucocephala,-0.5
22697695,decreasing,NA,Ciconia boyciana,-0.5
22697702,decreasing,NA,Ephippiorhynchus asiaticus,-0.5
22697713,decreasing,NA,Leptoptilos javanicus,-0.5
22697724,increasing,ITS-174763,Fregata magnificens,0.5
22697728,unknown,NA,Fregata aquila,NA
22697733,decreasing,ITS-174766,Fregata minor,-0.5
22697738,decreasing,NA,Fregata ariel,-0.5
22697742,decreasing,ITS-174767,Fregata andrewsi,-0.5
22697748,increasing,NA,Aptenodytes patagonicus,0.5
22697752,unknown,NA,Aptenodytes forsteri,NA
22697755,stable,NA,Pygoscelis papua,0
22697758,increasing,NA,Pygoscelis adeliae,0.5
22697761,decreasing,NA,Pygoscelis antarcticus,-0.5
22697776,decreasing,NA,Eudyptes pachyrhynchus,-0.5
22697782,stable,NA,Eudyptes robustus,0
22697789,decreasing,NA,Eudyptes sclateri,-0.5
22697793,decreasing,NA,Eudyptes chrysolophus,-0.5
22697797,stable,NA,Eudyptes schlegeli,0
22697800,decreasing,NA,Megadyptes antipodes,-0.5
22697805,stable,NA,Eudyptula minor,0
22697810,decreasing,NA,Spheniscus demersus,-0.5
22697817,unknown,NA,Spheniscus humboldti,NA
22697822,decreasing,NA,Spheniscus magellanicus,-0.5
22697825,decreasing,NA,Spheniscus mendiculus,-0.5
22697829,decreasing,NA,Gavia stellata,-0.5
22697834,decreasing,NA,Gavia arctica,-0.5
22697839,increasing,NA,Gavia pacifica,0.5
22697842,stable,NA,Gavia immer,0
22697847,decreasing,NA,Gavia adamsii,-0.5
22697852,increasing,ITS-174594,Macronectes giganteus,0.5
22697866,increasing,ITS-174536,Fulmarus glacialis,0.5
22697870,stable,NA,Fulmarus glacialoides,0
22697875,stable,NA,Thalassoica antarctica,0
22697879,stable,NA,Daption capense,0
22697885,stable,NA,Pagodroma nivea,0
22697888,stable,NA,Aphrodroma brevirostris,0
22697896,decreasing,NA,Pseudobulweria aterrima,-0.5
22697913,decreasing,NA,Pseudobulweria becki,-0.5
22697925,decreasing,NA,Pseudobulweria rostrata,-0.5
22697935,decreasing,NA,Pseudobulweria macgillivrayi,-0.5
22697949,increasing,NA,Pterodroma axillaris,0.5
22697954,decreasing,NA,Pterodroma nigripennis,-0.5
22697957,unknown,NA,Pterodroma cervicalis,NA
22697963,decreasing,NA,Pterodroma inexpectata,-0.5
22697967,decreasing,NA,Pterodroma hypoleuca,-0.5
22697970,decreasing,ITS-174588,Pterodroma leucoptera,-0.5
22697975,increasing,NA,Pterodroma cookii,0.5
22697984,increasing,NA,Pterodroma pycrofti,0.5
22697987,decreasing,NA,Pterodroma brevipes,-0.5
22697990,stable,NA,Pterodroma defilippiana,0
22697997,stable,NA,Pterodroma longirostris,0
22698001,decreasing,NA,Pterodroma alba,-0.5
22698005,stable,NA,Pterodroma arminjoniana,0
22698012,decreasing,NA,Pterodroma heraldica,-0.5
22698017,decreasing,NA,Pterodroma sandwichensis,-0.5
22698020,decreasing,NA,Pterodroma phaeopygia,-0.5
22698027,decreasing,NA,Pterodroma neglecta,-0.5
22698030,stable,NA,Pterodroma externa,0
22698035,decreasing,NA,Pterodroma baraui,-0.5
22698039,decreasing,NA,Pterodroma ultima,-0.5
22698042,increasing,NA,Pterodroma solandri,0.5
22698049,increasing,NA,Pterodroma magentae,0.5
22698055,decreasing,NA,Pterodroma lessonii,-0.5
22698062,stable,NA,Pterodroma madeira,0
22698080,stable,ITS-174590,Pterodroma mollis,0
22698084,decreasing,NA,Pterodroma incerta,-0.5
22698088,increasing,NA,Pterodroma cahow,0.5
22698092,decreasing,NA,Pterodroma hasitata,-0.5
22698097,unknown,NA,Pterodroma caribbaea,NA
22698102,stable,NA,Halobaena caerulea,0
22698106,decreasing,NA,Pachyptila vittata,-0.5
22698114,decreasing,NA,Pachyptila desolata,-0.5
22698119,stable,NA,Pachyptila belcheri,0
22698124,stable,NA,Pachyptila turtur,0
22698128,stable,NA,Pachyptila crassirostris,0
22698132,stable,NA,Bulweria bulwerii,0
22698136,increasing,NA,Bulweria fallax,0.5
22698140,decreasing,NA,Procellaria aequinoctialis,-0.5
22698150,stable,NA,Procellaria parkinsoni,0
22698155,stable,NA,Procellaria westlandica,0
22698159,decreasing,NA,Procellaria cinerea,-0.5
22698172,decreasing,ITS-203449,Calonectris leucomelas,-0.5
22698175,decreasing,ITS-174550,Ardenna pacifica,-0.5
22698182,stable,NA,Ardenna bulleri,0
22698188,decreasing,NA,Ardenna carneipes,-0.5
22698195,unknown,NA,Ardenna creatopus,NA
22698201,stable,NA,Ardenna gravis,0
22698209,decreasing,NA,Ardenna grisea,-0.5
22698216,decreasing,NA,Ardenna tenuirostris,-0.5
22698222,stable,NA,Puffinus nativitatis,0
22698226,unknown,ITS-174555,Puffinus puffinus,NA
22698230,decreasing,NA,Puffinus yelkouan,-0.5
22698235,decreasing,NA,Puffinus auricularis,-0.5
22698240,decreasing,ITS-202223,Puffinus newelli,-0.5
22698246,unknown,NA,Puffinus opisthomelas,NA
22698249,decreasing,NA,Puffinus gavia,-0.5
22698252,stable,NA,Puffinus huttoni,0
22698267,decreasing,NA,Puffinus persicus,-0.5
22698272,decreasing,NA,Puffinus bannermani,-0.5
22698277,stable,NA,Puffinus heinrothi,0
22698280,decreasing,NA,Pelecanoides garnotii,-0.5
22698288,decreasing,NA,Pelecanoides magellani,-0.5
22698293,decreasing,NA,Pelecanoides georgicus,-0.5
22698300,decreasing,NA,Pelecanoides urinatrix,-0.5
22698305,decreasing,ITS-174525,Diomedea exulans,-0.5
22698310,decreasing,NA,Diomedea amsterdamensis,-0.5
22698314,stable,NA,Diomedea epomophora,0
22698320,decreasing,ITS-562021,Phoebastria irrorata,-0.5
22698335,increasing,NA,Phoebastria albatrus,0.5
22698350,increasing,NA,Phoebastria nigripes,0.5
22698365,stable,NA,Phoebastria immutabilis,0
22698375,decreasing,ITS-554453,Thalassarche melanophris,-0.5
22698388,unknown,ITS-824137,Thalassarche salvini,NA
22698393,increasing,NA,Thalassarche eremita,0.5
22698398,decreasing,ITS-563381,Thalassarche chrysostoma,-0.5
22698425,decreasing,ITS-554452,Thalassarche chlororhynchos,-0.5
22698431,decreasing,NA,Phoebetria fusca,-0.5
22698436,stable,NA,Oceanites oceanicus,0
22698448,decreasing,ITS-174531,Phoebetria palpebrata,-0.5
22698453,decreasing,NA,Pelagodroma marina,-0.5
22698459,decreasing,NA,Fregetta tropica,-0.5
22698465,decreasing,NA,Fregetta grallaria,-0.5
22698471,decreasing,NA,Nesofregetta fuliginosa,-0.5
22698477,unknown,NA,Hydrobates pelagicus,NA
22698485,decreasing,NA,Hydrobates microsoma,-0.5
22698496,decreasing,NA,Hydrobates tethys,-0.5
22698511,decreasing,SLB-40419,Hydrobates leucorhous,-0.5
